Name,Address,Type,Bedroom limit,Guest limit,Expiration date,Location,Y,X
1414 Erato St,1414 Erato St,Short Term Rental Commercial Owner,2,4,4/3/2023 23:59,"(29.9394921665117, -90.0728627025418)",29.9394921665117, -90.0728627025418
401 Baronne St,401 Baronne St,Short Term Rental Commercial Owner,3,6,4/3/2023 23:59,"(29.950981680429, -90.0729594290995)",29.950981680429, -90.0729594290995
2826 St Louis St,2826 St Louis St,Short Term Rental Commercial Owner,2,4,4/5/2023 23:59,"(29.9698471121716, -90.0868053903864)",29.9698471121716, -90.0868053903864
1416 Erato St,1416 Erato St,Short Term Rental Commercial Owner,2,4,4/3/2023 23:59,"(29.9395106585327, -90.0728984015036)",29.9395106585327, -90.0728984015036
1919 Sophie Wright Pl Unit 3,1919 Sophie Wright Pl Unit 3,Short Term Rental Commercial Owner,2,4,4/8/2023 23:59,"(29.9319934698995, -90.0746904373375)",29.9319934698995, -90.0746904373375
1738 Henriette Delille St Apt G,1738 Henriette Delille St Apt G,Short Term Rental Commercial Owner,1,2,4/7/2023 23:59,"(29.9679949511468, -90.0623707663303)",29.9679949511468, -90.0623707663303
339 Carondelet St Apt 4E,339 Carondelet St Apt 4E,Short Term Rental Commercial Owner,1,2,4/3/2023 23:59,"(29.9511309988922, -90.0716990634022)",29.9511309988922, -90.0716990634022
4106 Duplessis St,4106 Duplessis St,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9990664742279, -90.0776386826984)",29.9990664742279, -90.0776386826984
1130 Kerlerec St,1130 Kerlerec St,Short Term Rental Commercial Owner,3,6,11/2/2023 23:59,"(29.9670071107294, -90.0635172121727)",29.9670071107294, -90.0635172121727
1479 N Prieur St,1479 N Prieur St,Short Term Rental Residential Owner,1,2,4/7/2023 23:59,"(29.9728098165659, -90.0700355433265)",29.9728098165659, -90.0700355433265
3029 Lafitte Ave,3029 Lafitte Ave,Short Term Rental Commercial Owner,2,4,3/31/2023 23:59,"(29.9715009274964, -90.0880197720611)",29.9715009274964, -90.0880197720611
3808 Bienville Ave,3808 Bienville Ave,Short Term Rental Commercial Owner,2,4,4/6/2023 23:59,"(29.974207355772, -90.0964303675438)",29.974207355772, -90.0964303675438
606 Iberville St Apt 3A,606 Iberville St Apt 3A,Short Term Rental Commercial Owner,,,3/9/2023 23:59,"(29.9535376984007, -90.0676685080303)",29.9535376984007, -90.0676685080303
2131 Pauger St,2131 Pauger St,Short Term Rental Residential Owner,3,6,4/7/2023 23:59,"(29.9720897247269, -90.0606186678083)",29.9720897247269, -90.0606186678083
140 Millaudon St,140 Millaudon St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9341332313994, -90.1335164788666)",29.9341332313994, -90.1335164788666
2202 Royal St,2202 Royal St,Short Term Rental Commercial Owner,5,10,2/8/2023 23:59,"(29.9645435754706, -90.0560826021892)",29.9645435754706, -90.0560826021892
1022 Race St Apt 1,1022 Race St Apt 1,Short Term Rental Commercial Owner,1,2,5/26/2023 23:59,"(29.9341690526557, -90.0719570594255)",29.9341690526557, -90.0719570594255
3229 Grand Route St John St,3229 Grand Route St John St,Short Term Rental Residential Owner,3,6,5/24/2023 23:59,"(29.9800269540841, -90.0858947397313)",29.9800269540841, -90.0858947397313
4317 S Miro St,4317 S Miro St,Short Term Rental Residential Owner,4,8,5/23/2023 23:59,"(29.945870183594, -90.1033253624691)",29.945870183594, -90.1033253624691
CHATEAU ESPLANADE,1261 ESPLANADE AVE,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9674989960424, -90.0655622825085)",29.9674989960424, -90.0655622825085
1453 N Rocheblave St,1453 N Rocheblave St,Short Term Rental Residential Owner,2,4,5/25/2023 23:59,"(29.9755712719366, -90.0746766809483)",29.9755712719366, -90.0746766809483
7001 Bellaire Dr,7001 Bellaire Dr,Short Term Rental Residential Owner,2,4,6/15/2023 23:59,"(30.0187248217952, -90.1201714246554)",30.0187248217952, -90.1201714246554
2623 Peniston St,2623 Peniston St,Short Term Rental Residential Owner,3,6,6/14/2023 23:59,"(29.9372404440681, -90.0981869080857)",29.9372404440681, -90.0981869080857
2529 Marengo St,2529 Marengo St,Short Term Rental Residential Owner,2,4,6/16/2023 23:59,"(29.9362238388348, -90.0993604988315)",29.9362238388348, -90.0993604988315
4216 N Robertson St Apt B,4216 N Robertson St Apt B,Short Term Rental Residential Owner,3,6,6/14/2023 23:59,"(29.969008916672, -90.0318101381543)",29.969008916672, -90.0318101381543
1412 Lesseps St,1412 Lesseps St,Short Term Rental Residential Owner,2,4,6/16/2023 23:59,"(29.968354685703, -90.0317038953411)",29.968354685703, -90.0317038953411
2260 N Roman St,2260 N Roman St,Short Term Rental Residential Owner,3,6,7/4/2023 23:59,"(29.9756763837015, -90.0553837605415)",29.9756763837015, -90.0553837605415
600 Canal St Apt 300,600 Canal St Apt 300,Short Term Rental Commercial Owner,2,4,7/13/2023 23:59,"(29.9524691710863, -90.0684790590907)",29.9524691710863, -90.0684790590907
2122 Adams St,2122 Adams St,Short Term Rental Residential Owner,3,6,5/25/2023 23:59,"(29.9515134707438, -90.1193484694863)",29.9515134707438, -90.1193484694863
1034 Napoleon Ave,1034 Napoleon Ave,Short Term Rental Residential Owner,3,6,5/10/2023 23:59,"(29.9226032179795, -90.1019701438531)",29.9226032179795, -90.1019701438531
738 Jackson Ave,738 Jackson Ave,Short Term Rental Residential Owner,3,6,5/24/2023 23:59,"(29.9270170125954, -90.0747110775244)",29.9270170125954, -90.0747110775244
3937 Camp St Apt 1,3937 Camp St Apt 1,Short Term Rental Residential Owner,3,6,5/24/2023 23:59,"(29.9224028131416, -90.0963266659436)",29.9224028131416, -90.0963266659436
1022 Race St Apt 2,1022 Race St Apt 2,Short Term Rental Commercial Owner,2,4,5/26/2023 23:59,"(29.9341443607649, -90.0719659910585)",29.9341443607649, -90.0719659910585
3416 Franklin Ave,3416 Franklin Ave,Short Term Rental Residential Owner,2,4,5/24/2023 23:59,"(29.9941804243498, -90.0498638969597)",29.9941804243498, -90.0498638969597
1014 Canal St Apt 203,1014 Canal St Apt 203,Short Term Rental Commercial Owner,2,4,5/25/2023 23:59,"(29.955035950579, -90.0724089681311)",29.955035950579, -90.0724089681311
822 Valence St,822 Valence St,Short Term Rental Residential Owner,1,2,5/24/2023 23:59,"(29.9200094294026, -90.1050921367316)",29.9200094294026, -90.1050921367316
3726 Baudin St,3726 Baudin St,Short Term Rental Residential Owner,2,4,5/26/2023 23:59,"(29.9687139909187, -90.1005070615226)",29.9687139909187, -90.1005070615226
2310 Soniat St,2310 Soniat St,Short Term Rental Commercial Owner,3,6,5/24/2023 23:59,"(29.935307534322, -90.1095047856401)",29.935307534322, -90.1095047856401
1419 Constance St,1419 Constance St,Short Term Rental Residential Owner,3,6,5/25/2023 23:59,"(29.9356157682632, -90.0709931035791)",29.9356157682632, -90.0709931035791
2213 Chartres St,2213 Chartres St,Short Term Rental Commercial Owner,1,2,12/15/2022 23:59,"(29.963716922785, -90.0558838852005)",29.963716922785, -90.0558838852005
1022 Race St Apt 5,1022 Race St Apt 5,Short Term Rental Commercial Owner,2,4,5/26/2023 23:59,"(29.9340732600851, -90.0719875702876)",29.9340732600851, -90.0719875702876
1476 N Claiborne Ave,1476 N Claiborne Ave,Short Term Rental Commercial Owner,3,6,3/6/2023 23:59,"(29.9706886885711, -90.0670246805733)",29.9706886885711, -90.0670246805733
1520 Leda St,1520 Leda St,Short Term Rental Residential Owner,3,6,5/25/2023 23:59,"(29.9833824819335, -90.0860370042502)",29.9833824819335, -90.0860370042502
433 S Solomon St,433 S Solomon St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9724442857831, -90.1052720338447)",29.9724442857831, -90.1052720338447
1835 Elysian Fields Ave,1835 Elysian Fields Ave,Short Term Rental Commercial Owner,5,10,4/11/2023 23:59,"(29.9764241092035, -90.0570787998315)",29.9764241092035, -90.0570787998315
2510 Jena St Apt B,2510 Jena St Apt B,Short Term Rental Commercial Owner,2,4,4/10/2023 23:59,"(29.9354472367023, -90.1044427448879)",29.9354472367023, -90.1044427448879
2019 Calhoun St,2019 Calhoun St,Short Term Rental Residential Owner,2,4,4/10/2023 23:59,"(29.9368708858418, -90.1184364885615)",29.9368708858418, -90.1184364885615
1000 Clouet St,1000 Clouet St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9665056030543, -90.0446290559901)",29.9665056030543, -90.0446290559901
2406 St Bernard Ave,2406 St Bernard Ave,Short Term Rental Commercial Owner,2,4,9/15/2023 23:59,"(29.9804691548487, -90.0704099657759)",29.9804691548487, -90.0704099657759
300 33Rd St,300 33Rd St,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(30.0093384594446, -90.1187595641561)",30.0093384594446, -90.1187595641561
2120 Oretha Castle Haley Blvd,2120 Oretha Castle Haley Blvd,Short Term Rental Commercial Owner,4,8,12/13/2022 23:59,"(29.9372018777808, -90.0825117204295)",29.9372018777808, -90.0825117204295
1906 Josephine St,1906 Josephine St,Short Term Rental Commercial Owner,2,4,12/12/2022 23:59,"(29.9377704714354, -90.0823848631137)",29.9377704714354, -90.0823848631137
26300 Chef Menteur Hwy,26300 Chef Menteur Hwy,Short Term Rental Commercial Owner,3,6,12/14/2022 23:59,"(30.1510112214579, -89.7378028164056)",30.1510112214579, -89.7378028164056
628 S Tonti St,628 S Tonti St,Short Term Rental Commercial Owner,5,10,12/15/2022 23:59,"(29.9583508235839, -90.0881569286447)",29.9583508235839, -90.0881569286447
5016 Freret St Apt B,5016 Freret St Apt B,Short Term Rental Commercial Owner,2,4,5/24/2023 23:59,"(29.9348670268417, -90.1089092791595)",29.9348670268417, -90.1089092791595
1014 Canal St Apt 201,1014 Canal St Apt 201,Short Term Rental Commercial Owner,2,4,5/25/2023 23:59,"(29.9550621935068, -90.0723839724575)",29.9550621935068, -90.0723839724575
2526 Bienville Ave,2526 Bienville Ave,Short Term Rental Residential Owner,3,6,5/10/2023 23:59,"(29.965779243036, -90.0840989183318)",29.965779243036, -90.0840989183318
426 Gravier St Apt 301,426 Gravier St Apt 301,Short Term Rental Commercial Owner,4,8,12/8/2022 23:59,"(29.9501998656867, -90.0673173761779)",29.9501998656867, -90.0673173761779
710 Octavia St,710 Octavia St,Short Term Rental Residential Owner,2,4,4/14/2023 23:59,"(29.9203935994188, -90.1163701679677)",29.9203935994188, -90.1163701679677
916 St Ferdinand St A,916 St Ferdinand St A,Short Term Rental Residential Owner,2,4,4/8/2023 23:59,"(29.966752934386, -90.0489494067891)",29.966752934386, -90.0489494067891
2350 Magazine St,2350 Magazine St,Short Term Rental Residential Owner,2,4,5/22/2023 23:59,"(29.9282049731076, -90.0787371308696)",29.9282049731076, -90.0787371308696
3019 Lafitte Ave,3019 Lafitte Ave,Short Term Rental Residential Owner,1,2,5/25/2023 23:59,"(29.9713910484995, -90.0878465090811)",29.9713910484995, -90.0878465090811
642 S Rocheblave St,642 S Rocheblave St,Short Term Rental Commercial Owner,5,10,4/11/2023 23:59,"(29.9586337148714, -90.0894130127323)",29.9586337148714, -90.0894130127323
4136 Baudin St,4136 Baudin St,Short Term Rental Residential Owner,2,4,4/14/2023 23:59,"(29.9718453727797, -90.1051841766815)",29.9718453727797, -90.1051841766815
MAZANT HOLDING,906 MAZANT ST,4703 - BED & BREAKFAST INNS,,,,"(29.9634906457807, -90.035146171629)",29.9634906457807, -90.035146171629
2323 Dauphine St,2323 Dauphine St,Short Term Rental Residential Owner,2,4,5/25/2023 23:59,"(29.9659294612504, -90.0547202526613)",29.9659294612504, -90.0547202526613
211 S Solomon St,211 S Solomon St,Short Term Rental Residential Owner,1,2,5/26/2023 23:59,"(29.9745695996968, -90.1033923637377)",29.9745695996968, -90.1033923637377
608 Iberville St Apt 2A,608 Iberville St Apt 2A,Short Term Rental Commercial Owner,2,4,5/25/2023 23:59,"(29.9535891289555, -90.067700540577)",29.9535891289555, -90.067700540577
334 Carondelet St Unit 301,334 Carondelet St Unit 301,Short Term Rental Commercial Owner,3,6,4/10/2023 23:59,"(29.9510368745032, -90.0712124240876)",29.9510368745032, -90.0712124240876
5523 S Rocheblave St,5523 S Rocheblave St,Short Term Rental Residential Owner,2,4,4/13/2023 23:59,"(29.9475083712537, -90.109686052229)",29.9475083712537, -90.109686052229
1630 N Broad St,1630 N Broad St,Short Term Rental Residential Owner,3,6,4/13/2023 23:59,"(29.9797552672736, -90.0746251213215)",29.9797552672736, -90.0746251213215
3900 Delachaise St,3900 Delachaise St,Short Term Rental Residential Owner,2,4,4/10/2023 23:59,"(29.9488106017053, -90.1014255414927)",29.9488106017053, -90.1014255414927
"1626 Martin Luther King, Jr Blvd","1626 Martin Luther King, Jr Blvd",Short Term Rental Commercial Owner,5,10,4/11/2023 23:59,"(29.9393972907506, -90.076274360436)",29.9393972907506, -90.076274360436
2470 Royal St,2470 Royal St,Short Term Rental Residential Owner,3,6,4/28/2023 23:59,"(29.9647748683232, -90.0522368808366)",29.9647748683232, -90.0522368808366
5525 S Saratoga St,5525 S Saratoga St,Short Term Rental Residential Owner,2,4,5/23/2023 23:59,"(29.9318682748155, -90.113871966141)",29.9318682748155, -90.113871966141
606 Iberville St Apt 2A,606 Iberville St Apt 2A,Short Term Rental Commercial Owner,2,4,3/9/2023 23:59,"(29.9535601821862, -90.0676501908767)",29.9535601821862, -90.0676501908767
3014 St Ann St,3014 St Ann St,Short Term Rental Residential Owner,2,4,5/24/2023 23:59,"(29.9735598109078, -90.0858388080429)",29.9735598109078, -90.0858388080429
5128 Freret St,5128 Freret St,Short Term Rental Commercial Owner,4,8,5/25/2023 23:59,"(29.9349011450165, -90.1100079371274)",29.9349011450165, -90.1100079371274
2856 Dryades St,2856 Dryades St,Short Term Rental Residential Owner,2,4,5/25/2023 23:59,"(29.9326932792446, -90.0890421353876)",29.9326932792446, -90.0890421353876
3330 Iberville St,3330 Iberville St,Short Term Rental Residential Owner,1,2,5/26/2023 23:59,"(29.9703842133654, -90.0927717266388)",29.9703842133654, -90.0927717266388
608 Iberville St Apt 3A,608 Iberville St Apt 3A,Short Term Rental Commercial Owner,2,4,5/25/2023 23:59,"(29.9535684945401, -90.0677281502548)",29.9535684945401, -90.0677281502548
840 Valence St,840 Valence St,Short Term Rental Commercial Owner,3,6,4/14/2023 23:59,"(29.9204127663631, -90.1051445660796)",29.9204127663631, -90.1051445660796
2420 Laurel St,2420 Laurel St,Short Term Rental Residential Owner,2,4,4/11/2023 23:59,"(29.9260015516427, -90.0784133493003)",29.9260015516427, -90.0784133493003
1115 Margaret Pl Unit 203,1115 Margaret Pl Unit 203,Short Term Rental Commercial Owner,2,4,4/12/2023 23:59,"(29.9411610679735, -90.0723326863269)",29.9411610679735, -90.0723326863269
5608 Camp St,5608 Camp St,Short Term Rental Residential Owner,1,2,4/10/2023 23:59,"(29.9220873380935, -90.1171390392173)",29.9220873380935, -90.1171390392173
640 S Rocheblave St,640 S Rocheblave St,Short Term Rental Commercial Owner,5,10,4/11/2023 23:59,"(29.9586603641779, -90.0893899420546)",29.9586603641779, -90.0893899420546
628 Baronne St Apt 302,628 Baronne St Apt 302,Short Term Rental Commercial Owner,2,4,11/2/2023 23:59,"(29.9482219677699, -90.0733777998391)",29.9482219677699, -90.0733777998391
2241 Valence St,2241 Valence St,Short Term Rental Residential Owner,1,2,4/10/2023 23:59,"(29.9329917423755, -90.1059601627644)",29.9329917423755, -90.1059601627644
1816 Dumaine St,1816 Dumaine St,Short Term Rental Residential Owner,3,6,4/14/2023 23:59,"(29.9663962182281, -90.0733986446834)",29.9663962182281, -90.0733986446834
1451 Magazine St,1451 Magazine St,Short Term Rental Residential Owner,1,2,5/25/2023 23:59,"(29.9351685029836, -90.0723432042102)",29.9351685029836, -90.0723432042102
1624 Governor Nicholls St,1624 Governor Nicholls St,Short Term Rental Commercial Owner,5,10,4/12/2023 23:59,"(29.9678194226215, -90.0693237545601)",29.9678194226215, -90.0693237545601
538 Jackson Ave,538 Jackson Ave,Short Term Rental Commercial Owner,2,4,4/11/2023 23:59,"(29.9253066155599, -90.0732571912581)",29.9253066155599, -90.0732571912581
944 Felicity St,944 Felicity St,Short Term Rental Residential Owner,1,2,4/11/2023 23:59,"(29.9313820551631, -90.0723579883022)",29.9313820551631, -90.0723579883022
2908 Louisiana Ave,2908 Louisiana Ave,Short Term Rental Commercial Owner,3,6,4/12/2023 23:59,"(29.9400759785894, -90.0974242245344)",29.9400759785894, -90.0974242245344
38 Fontainebleau Dr,38 Fontainebleau Dr,Short Term Rental Residential Owner,2,4,5/23/2023 23:59,"(29.9554921016183, -90.1169226199671)",29.9554921016183, -90.1169226199671
628 Kerlerec St,628 Kerlerec St,Short Term Rental Residential Owner,2,4,4/11/2023 23:59,"(29.9636391548347, -90.0590978029358)",29.9636391548347, -90.0590978029358
925 COMMON,925  COMMON ST,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,"(29.9538143719881, -90.0729985743263)",29.9538143719881, -90.0729985743263
840 Bartholomew St,840 Bartholomew St,Short Term Rental Commercial Owner,5,10,5/24/2023 23:59,"(29.9632231518344, -90.0362182656694)",29.9632231518344, -90.0362182656694
4616 Cleveland Ave,4616 Cleveland Ave,Short Term Rental Residential Owner,2,4,6/12/2023 23:59,"(29.9774284065798, -90.107263456516)",29.9774284065798, -90.107263456516
1910 Josephine St,1910 Josephine St,Short Term Rental Commercial Owner,2,4,12/12/2022 23:59,"(29.9377997853962, -90.0824078924337)",29.9377997853962, -90.0824078924337
TRIDENT INN AND SUITES,12340 I -10 SERVICE RD,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,,,,,#VALUE!,#VALUE!
2316 Bienville Ave,2316 Bienville Ave,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9644923882642, -90.0821337014123)",29.9644923882642, -90.0821337014123
526 S Dorgenois St,526 S Dorgenois St,Short Term Rental Commercial Owner,4,8,12/14/2022 23:59,"(29.9604592045801, -90.0893918012773)",29.9604592045801, -90.0893918012773
4913 St Bernard Ave,4913 St Bernard Ave,Short Term Rental Residential Owner,3,6,3/1/2023 0:00,"(30.0073723315153, -90.0822081885993)",30.0073723315153, -90.0822081885993
853 Olga St,853 Olga St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9795760525066, -90.0936352475088)",29.9795760525066, -90.0936352475088
339 Carondelet St Apt 2A,339 Carondelet St Apt 2A,Short Term Rental Commercial Owner,1,2,11/3/2023 23:59,"(29.9510449871966, -90.0716310880527)",29.9510449871966, -90.0716310880527
4153 State Street Dr,4153 State Street Dr,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9543905077314, -90.1092150232359)",29.9543905077314, -90.1092150232359
2620 Magazine St Unit A,2620 Magazine St Unit A,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9267213665492, -90.0812937163691)",29.9267213665492, -90.0812937163691
2334 Laurel St,2334 Laurel St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9267592489614, -90.0770493905581)",29.9267592489614, -90.0770493905581
524 S Dorgenois St,524 S Dorgenois St,Short Term Rental Commercial Owner,4,8,12/14/2022 23:59,"(29.9604854059033, -90.0893649775298)",29.9604854059033, -90.0893649775298
1212 Treme St Apt A,1212 Treme St Apt A,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9660424512867, -90.06621728381)",29.9660424512867, -90.06621728381
2211 Chartres St,2211 Chartres St,Short Term Rental Commercial Owner,1,2,12/15/2022 23:59,"(29.963711742864, -90.0559253566591)",29.963711742864, -90.0559253566591
7736 Nelson St,7736 Nelson St,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9545867971909, -90.1171655152437)",29.9545867971909, -90.1171655152437
2901 Lepage St Apt 1,2901 Lepage St Apt 1,Short Term Rental Residential Owner,4,8,3/1/2023 0:00,"(29.9788918187886, -90.0813334726186)",29.9788918187886, -90.0813334726186
1416 Carondelet St Unit C,1416 Carondelet St Unit C,Short Term Rental Commercial Owner,2,4,11/1/2023 23:59,"(29.9400276849211, -90.0762899749195)",29.9400276849211, -90.0762899749195
2122 Oretha Castle Haley Blvd,2122 Oretha Castle Haley Blvd,Short Term Rental Commercial Owner,4,8,12/13/2022 23:59,"(29.9371870592451, -90.0825439541639)",29.9371870592451, -90.0825439541639
1645 Lesseps St,1645 Lesseps St,Short Term Rental Commercial Owner,3,6,12/15/2022 23:59,"(29.9709615450894, -90.0306584923835)",29.9709615450894, -90.0306584923835
3102 St Ann St,3102 St Ann St,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.974406212346, -90.0870678226231)",29.974406212346, -90.0870678226231
1937 Almonaster Ave,1937 Almonaster Ave,Short Term Rental Commercial Owner,2,4,12/13/2022 23:59,"(29.9778910019767, -90.0472693078719)",29.9778910019767, -90.0472693078719
5926 St Claude Ave,5926 St Claude Ave,Short Term Rental Commercial Owner,2,4,11/2/2023 23:59,"(29.9601585641138, -90.0123873531431)",29.9601585641138, -90.0123873531431
637 S Dupre St,637 S Dupre St,Short Term Rental Commercial Owner,5,10,12/10/2022 23:59,"(29.9624093411982, -90.0940562653819)",29.9624093411982, -90.0940562653819
1935 Almonaster Ave,1935 Almonaster Ave,Short Term Rental Commercial Owner,,,12/13/2022 23:59,"(29.9778651799274, -90.0472777903124)",29.9778651799274, -90.0472777903124
628 Baronne St Apt 301,628 Baronne St Apt 301,Short Term Rental Commercial Owner,2,4,12/12/2022 23:59,"(29.9482267864714, -90.0734014224288)",29.9482267864714, -90.0734014224288
2435 Gravier St,2435 Gravier St,Short Term Rental Commercial Owner,3,6,11/1/2023 23:59,"(29.9594218676274, -90.0886080616102)",29.9594218676274, -90.0886080616102
711 S Peters St Apt 306,711 S Peters St Apt 306,Short Term Rental Commercial Owner,2,4,1/25/2023 0:00,"(29.9458118434045, -90.0660733620094)",29.9458118434045, -90.0660733620094
1109 Governor Nicholls St Apt B,1109 Governor Nicholls St Apt B,Short Term Rental Commercial Owner,2,4,2/1/2023 23:59,"(29.9648812158575, -90.0649673772448)",29.9648812158575, -90.0649673772448
2239 Laurel St,2239 Laurel St,Short Term Rental Residential Owner,2,4,1/30/2023 23:59,"(29.9274944265877, -90.0762683754104)",29.9274944265877, -90.0762683754104
1214 Felicity St,1214 Felicity St,Short Term Rental Residential Owner,4,8,1/30/2023 23:59,"(29.9333300599858, -90.0744640297602)",29.9333300599858, -90.0744640297602
900 Bartholomew St Unit 411,900 Bartholomew St Unit 411,Short Term Rental Commercial Owner,2,4,7/6/2023 23:59,"(29.9636717965218, -90.036261070554)",29.9636717965218, -90.036261070554
1902 Burgundy St,1902 Burgundy St,Short Term Rental Residential Owner,1,2,7/7/2023 23:59,"(29.9662703064343, -90.060093414886)",29.9662703064343, -90.060093414886
3470 Annunciation St,3470 Annunciation St,Short Term Rental Residential Owner,2,4,2/23/2023 23:59,"(29.9194755069697, -90.0893619404844)",29.9194755069697, -90.0893619404844
2601 Marais St,2601 Marais St,Short Term Rental Commercial Owner,5,10,2/24/2023 23:59,"(29.9699506312954, -90.0496908172654)",29.9699506312954, -90.0496908172654
532 S Miro St,532 S Miro St,Short Term Rental Commercial Owner,3,6,2/22/2023 23:59,"(29.9589050150484, -90.0863462179177)",29.9589050150484, -90.0863462179177
512 Robert St,512 Robert St,Short Term Rental Commercial Owner,3,6,7/6/2023 23:59,"(29.9168829747574, -90.1093809081404)",29.9168829747574, -90.1093809081404
3537 Timber Bluff Ln,3537 Timber Bluff Ln,Short Term Rental Residential Owner,2,4,7/7/2023 23:59,"(29.8991561876919, -89.9971499543156)",29.8991561876919, -89.9971499543156
1829 Arts St,1829 Arts St,Short Term Rental Residential Owner,1,2,7/4/2023 23:59,"(29.9767209289924, -90.0503963756374)",29.9767209289924, -90.0503963756374
1227 Franklin Ave Apt A,1227 Franklin Ave Apt A,Short Term Rental Commercial Owner,2,4,4/19/2023 23:59,"(29.970456366695, -90.049534091728)",29.970456366695, -90.049534091728
722 N Claiborne Ave,722 N Claiborne Ave,Short Term Rental Commercial Owner,2,4,3/6/2023 23:59,"(29.9643555637116, -90.0727070065467)",29.9643555637116, -90.0727070065467
1139 St Andrew St,1139 St Andrew St,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9319389737194, -90.0751369634434)",29.9319389737194, -90.0751369634434
754 City Park Ave Unit A,754 City Park Ave Unit A,Short Term Rental Residential Owner,1,2,3/1/2023 0:00,"(29.9836893803125, -90.1012343669762)",29.9836893803125, -90.1012343669762
1606 Frenchmen St,1606 Frenchmen St,Short Term Rental Commercial Owner,4,8,7/6/2023 23:59,"(29.9737401738273, -90.058673675384)",29.9737401738273, -90.058673675384
1734 Henriette Delille St Apt C,1734 Henriette Delille St Apt C,Short Term Rental Commercial Owner,1,2,1/30/2023 23:59,"(29.9680599417833, -90.0624712921575)",29.9680599417833, -90.0624712921575
1927 Iberville St,1927 Iberville St,Short Term Rental Residential Owner,1,2,7/5/2023 23:59,"(29.961737772486, -90.0793162497488)",29.961737772486, -90.0793162497488
1486 N Prieur St,1486 N Prieur St,Short Term Rental Residential Owner,3,6,2/2/2023 23:59,"(29.972736407425, -90.0698022651063)",29.972736407425, -90.0698022651063
1111 Governor Nicholls St Apt A,1111 Governor Nicholls St Apt A,Short Term Rental Commercial Owner,5,10,2/1/2023 23:59,"(29.964878002556, -90.0650305845076)",29.964878002556, -90.0650305845076
3715 Magazine St,3715 Magazine St,Short Term Rental Commercial Owner,1,2,2/3/2023 23:59,"(29.9217297397993, -90.0937402501267)",29.9217297397993, -90.0937402501267
5808 Magazine St Apt 3A,5808 Magazine St Apt 3A,Short Term Rental Residential Owner,2,4,7/11/2023 23:59,"(29.9215248350319, -90.1194949353389)",29.9215248350319, -90.1194949353389
4615 Dart St,4615 Dart St,Short Term Rental Residential Owner,3,6,2/1/2023 23:59,"(29.956179476789, -90.106606868129)",29.956179476789, -90.106606868129
1812 Elysian Fields Ave,1812 Elysian Fields Ave,Short Term Rental Residential Owner,2,4,3/1/2023 0:00,"(29.9759798266662, -90.0577602189472)",29.9759798266662, -90.0577602189472
1407 St Anthony St,1407 St Anthony St,Short Term Rental Residential Owner,,,2/3/2023 23:59,"(29.9715307521752, -90.0616873815688)",29.9715307521752, -90.0616873815688
7445 Dominican St,7445 Dominican St,Short Term Rental Residential Owner,3,6,3/1/2023 0:00,"(29.9376340327424, -90.1303348862722)",29.9376340327424, -90.1303348862722
929 Harding Dr,929 Harding Dr,Short Term Rental Residential Owner,1,2,2/2/2023 23:59,"(29.978727665273, -90.0904841337084)",29.978727665273, -90.0904841337084
1240 Carondelet St,1240 Carondelet St,Short Term Rental Commercial Owner,,,6/28/2023 23:59,"(29.9412147340511, -90.0755776102444)",29.9412147340511, -90.0755776102444
1109 Governor Nicholls St Apt A,1109 Governor Nicholls St Apt A,Short Term Rental Commercial Owner,5,10,2/1/2023 23:59,"(29.9648426018254, -90.0650011884124)",29.9648426018254, -90.0650011884124
80 Cypress Grove Ct Unit 36,80 Cypress Grove Ct Unit 36,Short Term Rental Residential Owner,2,4,7/4/2023 23:59,"(29.9004583914424, -89.993839079708)",29.9004583914424, -89.993839079708
836 Pine St,836 Pine St,Short Term Rental Residential Owner,4,8,2/1/2023 23:59,"(29.9401834781285, -90.1258487344806)",29.9401834781285, -90.1258487344806
2207 Louisiana Ave,2207 Louisiana Ave,Short Term Rental Commercial Owner,5,10,2/1/2023 23:59,"(29.9339747946495, -90.0939760377512)",29.9339747946495, -90.0939760377512
2522 S Carrollton Ave,2522 S Carrollton Ave,Short Term Rental Residential Owner,2,4,2/2/2023 23:59,"(29.9573299474121, -90.1194961129582)",29.9573299474121, -90.1194961129582
